Titulo,Anio,Valoracion,Genero
Un Castillo en Italia,2013,6.4,Drama
Un Cuento Francés,2013,6.2,Romántica
Bloody Sunday (Domingo sangriento),2002,8.1,Drama
El Rapto,1954,6.0,Comedia
Caravana de Paz,1950,7.6,Western
La hermana blanca (1923),1923,4.5,Cine clásico
La Tinta Negra,2011,8.9,Documental
Angels & Dust,2013,7.5,Documental
Insurance Man,2011,6.3,Documental
Setup,2011,5.5,Acción
Rabies (Rabia Asesina),2010,5.7,Terror
Mistaken for Strangers,2013,7.8,Documental musical
A little bit zombie,2012,6.1,Comedia
La casa al final de la calle,2012,5.1,Terror
El Gángster (Citizen Gangster),2011,6.0,Thriller
Cazadores de corrupción. La red.,2012,8.0,Documental
The Trotsky,2009,6.9,Comedia
Extract,2009,5.3,Comedia
El último magnate,1976,7.3,Cine clásico
Bikini,2014,7.7,Comedia
Arsène Lupin,2004,5.1,Aventuras
Desaparecida (1988),1988,7.0,Cine clásico
El Último Gángster,2012,6.9,Acción
La tumba de Bruce Lee,2013,6.2,Comedia
Diamond Flash,2012,6.0,Terror
De presidio a primera página,1977,5.9,Thriller
We Don't Wanna Make You Dance,2013,7.0,Documental musical
Hotel,2004,5.4,Terror
Models,1999,7.2,Documental
A Swedish Love Story,1970,7.4,Cine clásico
Canciones del Segundo Piso,2000,7.6,Comedia
Nueva York bajo el terror de los zombies,1979,6.3,Terror
Demonstration,2013,7.1,Documental
Carretera al Infierno,1986,7.2,Cine clásico
Trono de sangre,1957,8.7,Cine clásico
Yojimbo,1961,8.0,Aventuras
Mantera,2012,4.5,Ciencia ficción
Zatoichi,2003,8.0,Acción
Tumba Abierta,1994,7.2,Cine clásico
Tocando el viento,1996,7.7,Romántica
Miss Bala,2011,6.5,Thriller
Hara-Kiri: Death of a Samurai,2011,7.4,Acción
Los Siete Samuráis,1954,9.1,Aventuras
El agente secreto,1936,6.4,Thriller
Papá soy una zombi,2011,6.4,Infantil
No serás un extraño,1955,7.2,Cine clásico
Street Dance 2,2012,6.9,Musical
Antes de la Revolución,1964,7.8,Drama
Ellos no olvidarán,1937,8.1,Cine clásico
La Ventafocs,1973,6.4,Cine clásico
"Destroyer, Brazo De Acero",1986,5.5,Ciencia ficción
O’Higgins. El Niño Rojo,2013,7.4,Biopic
Il Divo,2008,7.7,Biopic
El último pistolero,1976,7.5,Western
La Condesa Alexandra,1937,6.1,Cine clásico
El asesino anda suelto ,1956,7.1,Thriller
Azumi,2003,6.0,Aventuras
Conocimiento Carnal,1971,6.9,Drama
Horror en la Mansión Fordyke,1964,6.5,Terror
Asesinato en la Luna de Miel,1934,6.1,Thriller
AKA Doc Pomus,2012,8.6,Documental musical
"BCN, ¿Sello Discográfico?",2014,5.7,Documental musical
Los cuentos de Canterbury,1972,7.0,Drama
La máquina de patatas fritas de Ueli Maurers,2014,6.5,Documental
Quiero ir a casa,1989,5.9,Cine clásico
Crisis,1946,6.8,Cine clásico
Tres Secretos,1950,7.2,Cine clásico
Lo mejor de la vida es gratis,1956,7.4,Cine clásico
My Secret World: The Story of Sarah Records,2014,8.2,Documental musical
Un sitio donde quedarse,2014,8.0,Documental
Following,1998,7.5,Thriller
Atrapados (1949),1949,7.7,Drama
Cuba,1979,6.0,Thriller
El ejecutor,1948,7.4,Thriller
Family Tour,2013,7.2,Documental
Las Señoritas de Rochefort,1967,8.0,Musical
Los hijos de los Mosqueteros,1952,5.3,Cine clásico
La Vida Privada de Bel Ami,1947,7.0,Cine clásico
Bel Ami. Historia de un seductor,2012,5.6,Romántica
Pasión Cubana,2001,8.5,Conciertos y Óperas
Sangre Gitana,1934,4.5,Cine clásico
Almas Desnudas,1949,7.9,Cine clásico
El asalto,2010,6.6,Acción
The Road To 1984 (VO),1984,7.0,Cine clásico
Se interpone un hombre,1953,7.5,Thriller
Los guerreros de la libertad,1988,3.5,Acción
Pepón es Guay,2012,7.4,Documental
Zombi 3,1988,5.2,Terror
Tres días de amor y fe,1943,6.8,Cine clásico
Lecho de Rosas,1933,7.4,Cine clásico
Siempre Tú y Yo,1954,6.2,Cine clásico
El Hombre De La Torre Eiffel,1949,6.2,Thriller
Dulce Viena,1977,6.0,Comedia
Cinderella (La historia de Cenicienta),1976,5.4,Cine clásico
Zeppelin,1971,6.6,Bélico
Bollywood Hollywood,2002,6.0,Comedia
El Asesino ,1961,6.5,Thriller
City of Dreams,2011,7.8,Documental
La Gran Vía,2008,7.8,Conciertos y Óperas
Cien puñaos de rosas,2009,7.0,Conciertos y Óperas
Chanson Flamenca,2003,7.0,Musical
La primera noche de la quietud,1972,7.5,Cine clásico
Fantasmas de Roma,1961,7.1,Comedia
Pleasant Days,2002,6.4,Drama
La Máscara del Demonio,1960,6.7,Terror
El barco de los locos,1965,6.3,Cine clásico
Objetivo Terrum,2009,6.9,Ciencia ficción
¡Tempestad!,1958,5.5,Cine clásico
Mansfield Park,2007,6.1,Romántica
Profesión: El especialista,1980,6.6,Cine clásico
Import/ Export,2007,7.4,Drama
Rufufú,1958,8.2,Comedia
El Tren (1974),1974,7.1,Bélico
Johanna,2005,7.3,Drama
This is the unfinished story of The Missing Leech,2014,7.6,Documental musical
Un Tal La Rocca,1961,6.5,Cine clásico
Ciudad Portuaria,1948,7.4,Cine clásico
Un condenado a muerte se ha escapado,1956,8.8,Acción
"El Diablo, probablemente",1977,7.1,Drama
La Parada de los Monstruos,1932,8.6,Cine clásico
La Segunda Mujer (2012),2012,7.9,Drama
Después de la Generación Feliz,2014,5.9,Documental
Secreta invasión,1964,5.1,Bélico
Criaturas Celestiales,1994,7.5,Drama
La escafandra y la mariposa,2007,8.0,Drama
Te Volveré a Ver,1944,7.3,Cine clásico
Money for Nothing: dentro de la Reserva Federal,2013,6.2,Documental
Paradiso,2013,7.4,Documental
El Hobbit,1977,5.9,Infantil
The Upsetter: The Life and Music of Lee Scratch Perry,2008,7.7,Documental musical
El Premio (1963),1963,7.9,Thriller
Desconfianza,1946,6.8,Cine clásico
"Jesus, You Know",2003,6.3,Documental
La Millonaria,1960,5.7,Comedia
Conspiración en Berlín,1966,6.6,Thriller
Se acabó el negocio,1964,8.1,Cine clásico
Pequeño Gran Hombre,1970,7.9,Western
Scabbard Samurai,2011,7.7,Comedia
No More Tour,2013,6.4,Documental musical
Broken Song,2013,7.9,Documental musical
Trovadores,2014,7.4,Documental musical
La gran guerra,1959,8.7,Comedia
Hit Me with Music,2011,8.1,Documental musical
Gran jugada en la Costa Azul,1963,7.4,Thriller
El Paltoquet,1986,6.0,Cine clásico
Easy Abby,2013,5.8,Comedia
El hombre que nunca existió,1955,7.9,Bélico
Ordinaria Locura,1984,6.1,Cine clásico
Manos de seda,1998,5.7,Thriller
Texasville,1990,6.8,Drama
El afinador de terremotos,2005,7.3,Drama
Mi Loco Erasmus,2012,5.9,Comedia
Curva Peligrosa,1934,7.7,Cine clásico
"2019, tras la caída de Nueva York",1983,5.3,Cine clásico
Los que se arriesgan,1954,6.6,Bélico
Coche cama a Trieste,1948,7.2,Thriller
La Isla Soñada,1948,6.6,Comedia
Desde que te Fuiste,1944,6.8,Cine clásico
"She, La diosa del fuego",1935,7.2,Aventuras
Serori,2014,7.4,Drama
¿El estigma?,2013,7.4,Documental
Bach en Madrid,2013,8.8,Documental musical
Alone in the Dark,1982,6.4,Cine clásico
El Cachorro de Lassie,1945,7.4,Aventuras
No me digas Adiós,1961,7.9,Cine clásico
Los años salvajes,2013,8.3,Documental
Los libros de Próspero,1991,8.1,Drama
El Perro de los Baskerville (1983),1983,7.0,Cine clásico
Los desnudos y los muertos,1958,7.3,Bélico
Todos eran valientes,1965,5.9,Bélico
We Don't Care About Music Anyway,2009,7.3,Drama
Writing Heads: Hablan los guionistas,2013,8.2,Documental
Dark Star,1974,5.6,Ciencia ficción
12 pasos sin cabeza. La leyenda de un pirata,2009,6.8,Aventuras
Habitus,2011,8.0,Drama
La vuelta al mundo en 80 días,2004,8.0,Aventuras
Robotech: The Shadow Chronicles,2006,5.6,Ciencia ficción
Cash,2008,6.3,Thriller
El teniente seductor,1931,7.7,Cine clásico
Noche nupcial,1935,6.4,Cine clásico
Las Manos del Destripador,1971,6.4,Terror
El Príncipe y el Mendigo,1937,8.2,Cine clásico
En nombre del pueblo italiano,1971,8.0,Comedia
El novio de mi mujer,1967,5.6,Comedia
Inevitable,2013,6.3,Drama
Harry Dedos Largos,1973,5.9,Comedia
Por la dama y el honor,1935,5.5,Cine clásico
Amenaza Diabólica,1947,6.0,Thriller
Risa y Dinero,1931,6.7,Comedia
Cuenta Las Horas,1953,7.3,Thriller
El buen Sam,1948,6.7,Comedia
El Cazador de Hombres,1976,6.6,Thriller
Nairobi Half Life,2012,8.1,Drama
El Viejo Fusil,1975,7.1,Bélico
La Pasión de Béatrice,1987,6.4,Cine clásico
Tres Sargentos,1962,6.0,Western
Sound of Heimat,2012,6.8,Documental musical
"Frankenstein, su verdadera historia",1973,7.6,Thriller
"¡Agáchate, maldito!",1971,6.9,Western
El método Arrieta,2013,8.3,Documental
L'Atalante,1934,8.2,Romántica
Pulp: The Beat is the Law,2011,7.8,Documental musical
Senso,1954,8.1,Romántica
Cuando todo esté en orden,2002,7.2,Drama
Bárbara (2012),2012,7.4,Drama
Los taladores,1960,6.7,Western
La Sombra de la Guillotina,1958,5.0,Biopic
[REC] 3 Génesis,2012,6.3,Terror
Los Bajos Fondos,1936,8.2,Drama
Las aventuras de Marco Polo,1938,4.3,Aventuras
Cenizas bajo el Sol,1958,6.9,Bélico
Un Amor de Altura,2005,6.2,Romántica
La vida y nada más (1989),1989,8.2,Cine clásico
El Diablo Burlado,1941,8.1,Cine clásico
A Vida o Muerte,1946,6.9,Cine clásico
"Wichita, ciudad infernal",1955,7.6,Western
San Quintín,1930,6.1,Cine clásico
El estafador,1960,6.9,Comedia
Cielos Arriba,1963,5.8,Comedia
La Gran Vía esquina a Alcalá,2007,4.3,Conciertos y Óperas
De Caballos y Hombres,2013,7.4,Comedia
La Batalla de Solferino,2013,6.5,Comedia
Vivir para vivir,1967,7.7,Drama
Holy Motors,2012,7.4,Drama
Cuando llegue septiembre,1961,6.4,Comedia
Mi doble en los Alpes,1967,6.7,Thriller
Dos hombres en la ciudad,1973,7.8,Thriller
Las mariposas son libres,1972,7.8,Comedia
Perro blanco,1981,7.0,Cine clásico
Los Amantes de la Noche,1947,8.0,Thriller
[REC] 2,2009,6.1,Terror
Jerry Calamidad,1964,7.4,Comedia
Las muñecas rusas,2005,7.1,Romántica
Yo soy la Justicia,1982,4.6,Cine clásico
Doctor Terror,1965,7.2,Terror
Cuatro Tíos de Texas,1963,6.7,Western
Arreglo de cuentas en San Genaro,1966,6.6,Comedia
Aquí y Allá,2012,6.7,Drama
La Caja Kovak,2006,6.2,Thriller
El Gran Vázquez,2010,6.6,Comedia
El Animador,1960,8.1,Cine clásico
Caso Clínico en la Clínica,1964,7.3,Comedia
Popieluszko: la libertad está en nosotros,2009,6.3,Biopic
Miel (2010),2010,7.6,Drama
Los Jóvenes Salvajes,1961,8.1,Cine clásico
Jonathas' Forest,2012,6.3,Drama
Las voces de la memoria,2011,8.4,Documental
Crackheads,2013,6.2,Comedia
El héroe anda suelto,1967,6.7,Thriller
Kiseki (Milagro),2011,7.9,Drama
El viaje (1974),1974,7.0,Cine clásico
Somos Mari Pepa,2013,7.6,Drama
Las noches de Cabiria,1957,9.0,Cine clásico
Emptying the Skies,2013,7.7,Documental
Diego Star,2013,8.4,Drama
Queimada,1969,7.9,Cine clásico
Post Tenebras Lux,2012,6.8,Drama
Gomorra,2008,7.4,Thriller
Un espía en Hollywood,1961,7.0,Cine clásico
Petulia,1968,7.2,Drama
Carne De Perdición,1963,7.8,Cine clásico
En un mundo mejor,2010,8.1,Drama
La Mujer del Cura,1971,7.1,Comedia
Las Mil y Una Noches,1974,7.7,Erótica
Super 8 1/2,1994,4.5,Erótica
No Skin off My Ass,1991,5.5,Erótica
Lovely Rita,2001,6.5,Drama
La comedia de la vida,2007,7.1,Comedia
Stavisky,1974,7.1,Biopic
187,1997,5.9,Drama
Katalin Varga,2009,7.3,Thriller
Viaje a Surtsey,2012,6.7,Comedia
La carga de la brigada ligera,1936,7.8,Bélico
Todos a casa,1960,8.4,Bélico
Tres chicas con suerte,1953,6.5,Cine clásico
Carne de Perro,2012,5.4,Drama
Sin Retorno,2010,6.8,Thriller
Estrella de Medianoche,1935,7.6,Comedia
La vida privada de Don Juan,1934,6.5,Comedia
"Despacio, Forastero",1950,7.3,Cine clásico
Un corazón en peligro,1944,6.3,Cine clásico
Amor en la oficina,1937,6.3,Comedia
Cien Mil Dólares al Sol,1964,7.1,Acción
Los Felinos,1964,7.4,Cine clásico
La Presa Desnuda,1965,7.8,Aventuras
Misterio en el barco perdido,1959,6.9,Cine clásico
Paralelo 38,1952,6.2,Bélico
Por Siempre Mujer,1953,7.3,Comedia
"Dispara fuerte, más fuerte...¡no lo entiendo!",1966,5.0,Comedia
El trío infernal,1974,6.8,Comedia
Cómo triunfar sin dar golpe,1967,7.2,Musical
La ciudad de los muchachos,1941,7.3,Cine clásico
Forja de hombres,1938,7.3,Cine clásico
No tocar a la mujer blanca,1974,6.3,Comedia
Variety Girl,1947,6.9,Cine clásico
En el nombre del rey: La última misión,2014,4.3,Acción
Torremolinos 73,2003,6.8,Comedia
Vida de Perros,1950,7.9,Comedia
La Esfinge de Cristal,1967,5.2,Cine clásico
The West Point Story,1950,6.2,Musical
La Bestia debe Morir,1974,4.3,Terror
Los Vikingos,1958,8.0,Aventuras
¡Zarpazos! Un viaje por el Spanish Horror,2014,7.0,Documental
Io sono un autarchico,1976,6.5,Comedia
Power,1986,7.0,Cine clásico
Kauwboy,2012,8.2,Drama
Área 407,2012,3.2,Ciencia ficción
La ofensa,1972,7.1,Thriller
Anvil. El sueño de una banda de Rock,2009,8.4,Documental musical
Pasos en la niebla,1955,7.5,Thriller
Un largo invierno,2010,7.7,Documental
El Muerto y ser Feliz,2012,6.7,Drama
Prefiero el Paraíso,2010,7.7,Drama
Lo mejor de la vida,1938,5.4,Cine clásico
Johnny Mnemonic,1995,6.0,Ciencia ficción
Tocaoras,2014,8.6,Documental musical
Atraco en Belfast,2011,5.3,Acción
El enemigo de las rubias,1927,7.1,Thriller
Verano de Goliat ,2010,6.4,Drama
Las Manos Sobre la Ciudad,1963,8.1,Drama
Dictado,2012,6.8,Thriller
[REC],2005,7.6,Terror
"Bill Douglas, My Way Home",1978,8.4,Cine clásico
"Bill Douglas, My Ain Folk",1973,8.4,Cine clásico
"Bill Douglas, My Childhood",1972,8.6,Cine clásico
"El Chef, la receta de la felicidad",2012,6.1,Comedia
Tobruk,1967,6.9,Bélico
"Ludwig, Luis II de Baviera",1972,7.8,Biopic
El río y la muerte,1954,7.9,Cine clásico
Haz de tu vida una obra de arte,2014,4.8,Comedia
Among Men: Gay in East Germany,2012,7.3,Documental
Pina  ,2011,8.5,Documental
Fuerza vital (Lifeforce),1985,6.3,Cine clásico
Ilsa  (Greta - Haus ohne Männer),1977,4.7,Cine clásico
Máximo Riesgo,1993,7.0,Acción
El hombre sin edad,2007,6.4,Drama
Compliance,2012,6.9,Thriller
La Mansión de los Horrores,1959,6.8,Terror
Yo serví al rey de Inglaterra,2006,7.5,Comedia
Historia de Malta,1953,6.9,Bélico
La Gran Aventura de Tarzán,1959,5.8,Cine clásico
Y ahora empiezan los gritos,1973,6.1,Terror
La Jungla (2013),2013,2.8,Terror
Asunto de mujeres,1988,8.1,Cine clásico
The Walker,2007,6.5,Drama
Happy People: Un año en la Taiga,2010,8.5,Documental
Reset (2013),2013,7.5,Ciencia ficción
El Mejor Padre del Mundo,2009,7.0,Comedia
La Memoria de los Muertos,2004,6.4,Thriller
Amor en conserva,1949,6.2,Comedia
El Cardenal,1963,7.6,Drama
Don Giovanni (Don Juan),1979,7.5,Cine clásico
Las partículas elementales,2006,6.7,Drama
Townes Van Zandt: Be Here to Love Me,2004,7.8,Documental musical
Love Story,2006,7.5,Documental musical
Cuernos con Salsa Picante,1981,4.2,Comedia
Cabás,2012,6.6,Drama
Tres Mujeres Para Un Caradura,1991,6.7,Comedia
Mar de Fondo,1931,6.4,Bélico
All we ever wanted,2010,7.4,Documental
"Xingu, la misión al Amazonas",2012,7.8,Aventuras
Hot City,1996,5.8,Acción
Aventura en Shangai,1954,6.7,Thriller
Prisioneros del cielo,1996,6.7,Thriller
El último bailarín de Mao,2009,7.1,Drama
The Leftlovers,2014,3.9,Drama
La Tienda de la Calle Mayor,1965,8.6,Cine clásico
Deconstruyendo el vino catalán,2013,6.6,Documental
El Perfecto Desconocido,2011,6.6,Drama
Las Brujas (1966),1966,5.5,Terror
El corazón ausente,2003,7.1,Drama
Esperando Septiembre,2012,7.7,Comedia
Rompehuesos,1974,6.6,Comedia
Camarada,1946,8.3,Bélico
Dear Mr. Watterson,2013,6.5,Documental
Los mejores casos de Sherlock Holmes,1985,8.5,Cine clásico
El elemento del crimen,1984,6.5,Thriller
La noche que dejó de llover,2009,6.3,Drama
El Quinto Jinete,2014,6.2,Documental
Éstos son los condenados,1963,6.6,Ciencia ficción
Capitán Carey,1950,7.3,Cine clásico
La maleta de Marta,2013,7.9,Documental
Fuga de Colditz,2005,7.0,Acción
La colina de los diablos de acero,1957,7.1,Bélico
El árbol de Guernica,1975,7.9,Drama
Dancing Dreams. Aprendiendo con Pina Bausch,2011,7.8,Documental
Una mamá en apuros,2009,5.6,Comedia
Perfecto amor equivocado,2004,5.5,Comedia
Westerland,2012,5.9,Drama
Tipos Legales,2012,6.6,Thriller
En 80 días,2010,8.4,Drama
Luna de Avellaneda,2004,7.5,Romántica
Por el camino,2010,5.5,Drama
Wither,2012,4.1,Terror
Pasión,1982,6.0,Cine clásico
La Fiesta,1980,6.7,Comedia
Acción Mutante,1993,6.7,Ciencia ficción
Purgatorio,2014,5.4,Thriller
La Strada,1954,8.0,Cine clásico
La hora cero,2010,6.6,Acción
Hasta ver la Luz,2013,5.8,Thriller
Private Summer School,2015,2.8,Erótica
Intimate Studio,2014,3.3,Erótica
La Mujer del Chatarrero,2013,7.4,Drama
Cena de amigos,2010,6.2,Romántica
Objetivo: Patton,1978,6.5,Cine clásico
Ases del Cielo,1976,6.8,Bélico
Aeropuerto: S.O.S. vuelo secuestrado,1974,6.4,Thriller
Nacido para matar,1947,7.7,Cine clásico
4 hombres y una plegaria,1938,7.1,Cine clásico
La Granja,2009,5.8,Thriller
Carnival of Souls,1962,7.3,Terror
Amerrika,2008,7.3,Drama
Vacaciones de ferragosto,2008,7.3,Drama
El Señor de la Guerra,1965,7.5,Aventuras
Blockbuster,2013,5.4,Comedia
El sexo de las madres,2013,6.9,Drama
Sanfermines 78,2005,6.6,Documental
Don Quintín El Amargao,1951,7.3,Comedia
Memorias de un conspirador,2013,7.6,Documental
La mujer del obispo,1947,7.3,Comedia
Al final de la noche,1962,5.5,Cine clásico
El Rocío es Compartir,2012,1.8,Documental
Entre Maestros,2013,8.0,Documental
5 cámaras rotas,2011,8.8,Documental
Bendito Simulacro,2012,8.5,Documental
Voces en la Noche,2007,5.9,Thriller
Sangre de Héroes,1989,6.3,Cine clásico
Backyard,2010,7.9,Documental musical
El Río,1951,8.4,Cine clásico
Zoran y los tigres del gol,2013,7.6,Documental
La Condesa Drácula,1970,5.3,Terror
The Pelayos,2012,5.4,Comedia
La pesadilla de Darwin,2005,8.2,Documental
Ignasi M.,2013,6.7,Documental
Mujeres contra Hombres,2011,5.7,Comedia
Hombres contra mujeres,2010,6.0,Comedia
Slacker,1991,7.5,Comedia
Camas deshechas,2009,7.0,Drama
La Imagen Perdida,2013,8.3,Animación
Humpday,2009,6.8,Comedia
Coronel Redl,1984,7.6,Cine clásico
Sherlock Holmes: El crucifijo de sangre,1991,5.8,Thriller
La Fruta Amarga,1930,6.0,Comedia
Tango Libre,2012,7.1,Drama
Entre nosotros,2010,7.1,Drama
Disney: A través del espejo,2010,6.6,Documental
"Katmandú,  un espejo en el cielo",2011,6.8,Drama
La Bofetada,1974,5.7,Comedia
Frankie y la Boda,1952,7.0,Cine clásico
¿Qué nos queda?,2012,7.5,Drama
Germanes,2011,6.9,Drama
Mi Vida,1993,6.8,Drama
Pasiones en Kenia,1987,6.4,Cine clásico
Tengo algo que deciros,2010,7.0,Comedia
El secreto de Joey,1985,6.5,Cine clásico
Visitante del Más Allá,1979,6.7,Terror
La noche del demonio,1957,7.0,Terror
Gallino.The Chicken System,2013,5.8,Ciencia ficción
Crude,2008,8.5,Documental
La mujer del lago (2013),2013,6.2,Drama
Faldas de Acero,1956,6.3,Comedia
Odisea bajo el mar,1973,4.3,Ciencia ficción
Solo para adultos,1980,7.2,Cine clásico
Los últimos días de Patton,1986,5.4,Bélico
La Caída de los Dioses,1969,8.0,Cine clásico
Bent,1997,7.5,Drama
Corrupción en el internado,1958,7.2,Drama
El ladrón que vino a cenar,1973,6.0,Comedia
Sangre y Arena,1922,6.9,Cine clásico
El color de la noche,1994,3.9,Thriller
El fulgor,2002,6.2,Documental musical
Casa de Muñecas,1973,8.6,Cine clásico
New York Doll,2004,8.0,Documental musical
Alguien detrás de la puerta,1971,6.4,Thriller
El Cabo Atrapado,1962,8.0,Cine clásico
Casting,2013,6.6,Romántica
Detective Privado,1978,6.7,Thriller
Grande École,2004,5.4,Drama
Demons 2,1986,6.7,Terror
Conspiración para matar a un cura,1988,6.9,Cine clásico
Menú degustación,2013,5.7,Romántica
Homicidio (1961),1961,7.2,Thriller
Trouble the water,2008,8.5,Documental
Entre la medianoche y el amanecer,1950,6.0,Thriller
El Ritz,1976,7.4,Comedia
Sexy Sisters,1977,3.6,Cine clásico
Los recuerdos de hielo,2013,6.7,Documental
Beat This! A Hip Hop History,1984,7.8,Cine clásico
Yanquis,1979,7.3,Cine clásico
Háblame de la lluvia,2008,6.5,Comedia
El engaño,1966,6.3,Cine clásico
Cuando fuimos campeones,1983,5.9,Cine clásico
Clave: Omega,1983,6.0,Thriller
Who Killed Nancy?,2009,7.1,Documental musical
Regreso a Los Ángeles,2014,6.8,Drama
El Futuro de Miranda July,2011,6.5,Comedia
El extraño amor de Marta Ivers,1946,7.5,Cine clásico
Serenata Nostálgica,1941,6.7,Cine clásico
La Tierra de Todos,1926,7.1,Cine clásico
Prudencia... Prudencia,1968,6.5,Comedia
A good woman,2004,7.1,Romántica
Los viajes de Gulliver,1977,7.3,Animación
El ángel y el pistolero,1947,7.1,Western
Berlín 1976,1975,5.9,Cine clásico
Música Serve Pra Isso,2013,5.0,Documental musical
Postal,2007,5.6,Acción
Boeing Boeing,1965,6.9,Comedia
En la sopa,1992,7.3,Comedia
Secreto tras la puerta,1947,7.3,Thriller
Los Bucaneros,1958,7.4,Cine clásico
La Promesa (2016),2016,7.8,Thriller
El culo del mundo,2014,7.4,Documental
Salvaje Inocencia,2001,7.1,Drama
Ni un pelo de tonto,1994,7.5,Drama
Gangs of Wasseypur: Parte 1 y 2,2012,8.0,Acción
Casada en Nueva York,1972,6.1,Comedia
La Calle de la Media Luna,1986,6.4,Thriller
El Poder,1968,6.3,Ciencia ficción
Space Truckers: Transporte espacial,1996,5.2,Aventuras
Película al estilo Jafar Panahi,2013,6.6,Documental
La cinta blanca,2009,8.3,Drama
El sol siempre brilla en Kentucky,1953,8.4,Cine clásico
Bajo el bosque lácteo,1972,6.8,Cine clásico
Tres monos,2008,7.7,Drama
La Luna,1979,7.1,Cine clásico
Todo lo que tú quieras,2010,7.2,Drama
Medianoche,1939,8.2,Comedia
