Titulo,Anio,Valoracion,Genero
Retrato de Wally,2013,6.6,Documental
Un monstruo en París,2011,7.8,Infantil
Hijo de Caín,2012,6.3,Thriller
Los señores del acero,1985,6.9,Cine clásico
Bagdad Café,1988,8.0,Cine clásico
El Pacto (2012),2012,5.9,Terror
Los Amantes Pasajeros,2013,4.6,Comedia
Tesis sobre un Homicidio,2012,6.5,Thriller
Buda: El Gran Viaje,2011,6.6,Aventuras
Hysteria,2011,7.0,Comedia
Un gato en París,2011,7.7,Animación
Crash (2006),2006,7.7,Thriller
The Yellow Sea,2011,7.4,Acción
Animals United,2011,7.7,Animación
La cueva de los sueños olvidados,2010,8.3,Documental
Un Cuento Chino,2011,7.3,Comedia
El viaje de Jane,2010,8.3,Documental
Una amistad inolvidable,2007,8.1,Aventuras
Psicomanía,1973,5.4,Terror
Reposeída,1990,4.1,Comedia
Posibilidad de Escape,1992,7.6,Thriller
Un Ladrón en la Alcoba,1932,8.2,Comedia
Sucedió una noche,1934,8.2,Romántica
The Good Son (2013),2013,7.6,Documental
La Ciudad Desnuda,1948,8.0,Thriller
Keep the Lights On,2012,7.0,Drama
Bailar en la oscuridad,2000,8.4,Musical
La noche del baile de medianoche,1985,5.5,Terror
"Drácula, Príncipe de las Tinieblas",1965,7.0,Terror
"El próximo año, a la misma hora",1978,8.1,Romántica
Global Gay,2014,8.2,Documental
El Retrato,1993,7.0,Drama
De origen desconocido,1983,6.3,Cine clásico
El extraordinario viaje de Lucius Dumb,2013,7.9,Aventuras
La Reina de Tapas,2013,5.2,Romántica
La piel que habito,2011,7.2,Drama
El Triste Olor de la Carne,2013,7.1,Drama
Kurt Cobain. About a son,2006,7.1,Documental musical
Blogueras en acción,2015,4.7,Erótica
El club de la marcha,2015,2.9,Erótica
Investigación íntima,2014,3.9,Erótica
5 sombras de Private,2015,2.4,Erótica
San valentín caliente,2015,3.8,Erótica
A través del Carmel,2009,7.8,Documental
7 Días en La Habana,2012,6.3,Drama
Rabia Salvaje,1988,6.0,Cine clásico
Deseo bajo los olmos,1958,7.0,Cine clásico
Las cicatrices de Drácula,1970,6.1,Terror
Miranda,1985,6.3,Cine clásico
50 años de vergüenza,2014,8.1,Documental
Campo de Exterminio,1986,6.6,Cine clásico
Fuga del Bronx,1983,5.5,Ciencia ficción
El Despertar,1980,6.5,Terror
El ídolo de Nueva York,1937,7.3,Biopic
Loco de Amor,2014,6.5,Comedia
Homicidio (1991),1991,6.6,Thriller
El rapto de Bunny Lake,1965,7.7,Thriller
La Batalla de los Simios Gigantes,1966,7.1,Ciencia ficción
La Novia del Monstruo,1955,5.8,Ciencia ficción
La hermana blanca,1933,6.8,Cine clásico
El grito de la lechuza,1987,6.6,Thriller
Náufragos en la jungla,1934,6.9,Cine clásico
El Círculo Rojo,1960,6.5,Thriller
Escalaré la montaña más alta,1951,6.8,Cine clásico
Fanny Hill,1983,6.0,Cine clásico
Leones,2012,5.5,Drama
Terfel y Abbado,2003,8.4,Conciertos y Óperas
Las rebeldes del internado,1934,7.7,Cine clásico
Hiroku: Defensores de Gaia,2013,5.4,Ciencia ficción
Thomas Vive,2013,7.5,Drama
Verde verde,2013,4.8,Thriller
Oh Boy,2012,7.6,Comedia
Carrera infernal,2013,4.9,Acción
¿Hay alguien ahí?,2008,7.2,Comedia
Bonsái,2011,7.0,Romántica
Todavía el amor,2012,7.4,Documental
Manual del Macho Alfa,2014,5.4,Documental
"Hijos de las nubes, la última colonia",2012,7.4,Documental
Temporada Alta,1987,6.3,Comedia
Centro Histórico,2012,6.4,Drama
1492: La Conquista del Paraíso,1992,7.1,Aventuras
El último homicidio,1965,7.7,Cine clásico
Dodes’ka-den,1970,7.3,Cine clásico
El alucinante mundo de los Ashby,1963,7.0,Terror
La secta de los falsarios,1988,7.2,Cine clásico
Madman,1981,3.9,Terror
Chico Conoce Chica,1984,7.5,Cine clásico
North Sea Texas,2011,7.5,Drama
Pájaros de fuego,1990,5.9,Bélico
Toledo: El cruce de las tres culturas,2012,4.3,Documental
Aragón Rodado,2014,6.4,Documental
La Partida,2013,7.1,Drama
Una esvástica sobre el Bidasoa,2013,7.6,Documental
Tip Top,2013,4.9,Comedia
Soldate Jeannette,2012,5.6,Drama
Los Crazies,1973,5.8,Terror
La duda de Darwin,2009,7.4,Drama
La herencia del viento,1960,8.2,Cine clásico
La Novia Vestía de Negro,1967,7.5,Thriller
La carnaza,1995,7.3,Thriller
Los Paraguas de Cherburgo,1964,8.2,Drama
Las hermanas,1938,7.5,Cine clásico
Cul de Sac,1966,7.3,Thriller
Mi Querida Señor Juez,1981,7.5,Comedia
El Personaje,1952,6.9,Comedia
"Estoy bien, Jack",1959,7.4,Comedia
Boy Eating the Bird's Food,2012,7.1,Drama
Jaime Urrutia: la fuerza de la costumbre,2014,6.7,Documental musical
Desmadre en la noche de la quietud,2013,6.9,Romántica
Un lloc on caure mort,2014,7.2,Documental musical
Reflejos en un Ojo Dorado,1967,7.6,Cine clásico
Puta,1991,5.7,Drama
"Lily, la Tigresa",1966,5.3,Comedia
El último Elvis,2012,7.6,Drama
Brigada Homicida,1968,7.1,Acción
Víctima,1961,7.1,Cine clásico
Estudiar en Primavera,2014,8.6,Documental
El abogado del terror,2007,8.1,Documental
Historia de Dos Ciudades (1935),1935,7.5,Cine clásico
El Ídolo De Acapulco,1963,8.1,Cine clásico
Astérix: El golpe de Menhir,1989,7.8,Cine clásico
Un León en las Calles,1953,5.9,Cine clásico
Slimane,2013,7.5,Drama
El Conde de Montecristo (1975),1975,6.8,Drama
Romeo y Julieta,1954,7.0,Cine clásico
Los Miserables,1958,6.9,Cine clásico
Amor es todo lo que necesitas,2012,6.8,Comedia
Page One: un año en The New York Times,2011,7.7,Documental
Chéri,2009,6.5,Drama
Los guerrilleros de Chanta,1945,6.6,Cine clásico
Flor de Cactus,1969,8.1,Comedia
Una herencia de miedo,1953,7.4,Comedia
"2 Francos, 40 Pesetas",2014,6.0,Comedia
Marina Abramovic: La artista está presente,2012,8.5,Documental
A Cielo Abierto,2013,8.2,Documental
Silent Youth,2012,6.1,Drama
Bullhead,2011,7.5,Thriller
Un cerdo en Gaza,2012,7.6,Comedia
La Por (El Miedo),2013,6.7,Drama
Camille Claudel 1915,2013,7.5,Biopic
Jappeloup. De padre a hijo,2013,7.8,Drama
El viaje de Bettie,2013,7.2,Drama
Un planeta solitario,2011,5.4,Drama
Los Canallas,2013,6.5,Drama
Presentimientos,2013,5.9,Drama
"Ondine, la leyenda del mar",2009,7.0,Drama
El Poder de un Sueño,2010,6.7,Drama
En compañía de lobos,1984,7.0,Cine clásico
Al nacer el día,2012,7.6,Drama
Inseparables,1989,7.7,Cine clásico
El Intruso,2005,6.2,Thriller
Una Vida Nueva,2009,8.4,Drama
Mi encuentro con Marilou,2012,7.1,Drama
La Piedra de la Paciencia,2012,8.2,Drama
Foxfire: Confesiones de una banda de chicas,2012,7.2,Drama
Proyecto Nim,2011,7.9,Documental
Mapa,2012,7.2,Documental
Nameless Gangster,2012,7.4,Acción
Una Cosa por Otra,2010,6.3,Romántica
La Pequeña Venecia,2011,8.0,Drama
Pura Vida,2012,8.6,Documental
Una Vida Mejor,2011,7.1,Drama
Siempre feliz,2010,6.9,Drama
Cairo Time,2009,6.8,Romántica
Submarine,2011,7.6,Drama
La pesca del Salmón en Yemen,2011,6.4,Drama
Aquello que amamos,2009,7.2,Drama
Las Nieves del Kilimanjaro (2011),2011,8.1,Drama
Seis Puntos sobre Emma,2012,7.1,Comedia
La Redada,2010,7.6,Bélico
The French Kissers,2009,6.4,Comedia
La fuente de las mujeres,2011,8.0,Drama
Un amour de jeunesse,2011,7.4,Drama
El Estudiante,2011,7.1,Drama
Los nombres del amor,2011,7.1,Romántica
La casa del diablo,2009,6.0,Terror
Stella,2009,8.2,Drama
Cautiva,2011,8.3,Drama
El hombre de al lado,2010,7.5,Comedia
Polisse,2011,7.5,Thriller
Érase una vez en Anatolia,2011,7.6,Drama
El Niño de la Bicicleta,2011,7.8,Drama
No mires atrás,2008,6.9,Thriller
5 Metros Cuadrados,2011,6.5,Drama
La prima cosa bella,2010,6.7,Romántica
Nada que declarar,2011,6.6,Comedia
Redención (Tyrannosaur),2011,8.0,Drama
Bebés,2010,7.7,Documental
Todas las canciones hablan de mí,2010,7.0,Romántica
Cuestión de principios,2010,7.1,Drama
El Perfecto Anfitrión,2010,6.9,Thriller
Happy Thank You More Please,2010,6.9,Romántica
I´m Still Here,2010,6.8,Documental
NEDS (No Educados y Delincuentes),2010,7.1,Drama
Abel (2010),2010,7.0,Drama
La Doctrina del Shock,2009,8.1,Documental
The Chaser,2008,7.9,Thriller
Bright Star,2009,7.7,Biopic
Las viudas de los jueves,2010,6.5,Drama
"Shevernatze, una epopeya marcha atrás",2009,6.9,Comedia
Fish Tank,2009,7.6,Drama
El erizo,2009,7.9,Comedia
Mapa de los sonidos de Tokio,2009,6.0,Drama
Despedidas,2008,8.0,Drama
LOL (Laughing Out Loud),2008,6.5,Romántica
Mongol,2007,7.0,Aventuras
Bienvenidos al Norte,2008,7.2,Comedia
El caso Litvinenko,2007,7.7,Documental
Transamerica,2005,7.8,Comedia
La bella de Moscú,1957,7.4,Comedia
Hooligans 2,2009,2.3,Acción
Hooligan,2008,6.2,Thriller
Eugene Onegin,2008,9.3,Conciertos y Óperas
Falstaff,2009,8.0,Conciertos y Óperas
Julio César,2005,9.5,Conciertos y Óperas
The Rake's Progress,2007,8.0,Conciertos y Óperas
Los maestros cantores de Núremberg,2008,9.3,Conciertos y Óperas
El elixir de amor,2009,8.4,Conciertos y Óperas
Romeo y Julieta (ópera),1994,9.3,Conciertos y Óperas
Così fan tutte,2006,9.0,Conciertos y Óperas
Lohengrin,2006,7.3,Conciertos y Óperas
"Cavalleria Rusticana, I Pagliacci",2007,8.3,Conciertos y Óperas
Operación Impala,2012,7.1,Documental
Un largo adiós,1973,7.4,Thriller
Silencio de Hielo,2010,7.1,Thriller
A pleno Sol,1960,8.1,Thriller
Adiós Muñeca,1975,7.6,Thriller
Una dulce mentira,2011,6.5,Romántica
La clemencia de Tito,2005,8.0,Conciertos y Óperas
Tristán e Isolda,2009,7.7,Conciertos y Óperas
Fidelio,2009,8.2,Conciertos y Óperas
Doctor Atomic,2007,9.0,Conciertos y Óperas
Otelo (Verdi),2006,4.3,Conciertos y Óperas
Los Cuentos de Hoffmann (ópera),2006,9.0,Conciertos y Óperas
Peleas y Melisande,2012,8.1,Conciertos y Óperas
Salomé (Strauss),2012,8.0,Conciertos y Óperas
"Menuhin y Oïstrakh, dos violines para Bach",1958,8.6,Conciertos y Óperas
Menuhin interpreta a Beethoven,1962,9.2,Conciertos y Óperas
Rostropovich y Richter interpretan a Prokófiev,1964,8.0,Conciertos y Óperas
Rostropóvich interpreta a Shostakovich,1961,8.7,Conciertos y Óperas
"El encuentro: Rostropovich, Richter y Beethoven",1964,8.3,Conciertos y Óperas
Rostropóvich y Oïstrakh interpretan a Brahms,1958,8.8,Conciertos y Óperas
Recital de Maria Callas,1958,8.4,Conciertos y Óperas
"Stravinsky, el último adiós",1965,8.6,Conciertos y Óperas
Schwarzkopf canta a Strauss,1959,7.1,Conciertos y Óperas
"Rubinstein, concierto legendario",1967,8.7,Conciertos y Óperas
Concierto para piano para la mano izquierda de Ravel,1964,8.6,Conciertos y Óperas
Recital de Dietrich Fischer-Dieskau y Christa Ludwig,1959,7.6,Cine clásico
"Giulini, un gatopardo frente a Mozart y De Falla",1965,8.1,Cine clásico
Réquiem de Verdi,2010,8.4,Conciertos y Óperas
La Creación de Haydn,2010,8.5,Conciertos y Óperas
Estrellas Dichosas,1929,8.5,Cine clásico
Ocho cabezas,1997,7.1,Comedia
Interferencias,1987,7.5,Cine clásico
Este muerto está muy vivo,1989,6.7,Cine clásico
Silencio (2013),2013,7.7,Documental
Historia Macabra,1981,6.4,Terror
Crawl,2012,6.3,Drama
Quatermain en la ciudad perdida del Oro,1986,6.3,Cine clásico
El Misterio de la Felicidad,2013,6.0,Romántica
La Mer de Debussy (2011),2011,8.8,Conciertos y Óperas
La Pasión según San Mateo de Bach (2011),2011,8.4,Conciertos y Óperas
Réquiem de Fauré,2011,8.8,Conciertos y Óperas
"Lang Lang, la Tercera Dimensión",2010,8.6,Conciertos y Óperas
Viaje de invierno de Schubert,2012,7.0,Conciertos y Óperas
Concierto para piano nº4 de Prokófiev,2012,7.8,Conciertos y Óperas
Concierto para piano nº2 de Prokófiev,2012,8.3,Conciertos y Óperas
Sinfonía nº 6 de Chaikovski,2010,8.2,Conciertos y Óperas
Sinfonía nº 5 de Chaikovski,2010,8.5,Conciertos y Óperas
Sinfonía nº 4 de Chaikovski,2010,9.0,Conciertos y Óperas
Sinfonía nº 3 de Chaikovski,2010,7.8,Conciertos y Óperas
Sinfonía nº 1 de Chaikovski,2010,6.8,Conciertos y Óperas
Sinfonía nº 2 de Chaikovski,2010,8.9,Conciertos y Óperas
Concierto para piano nº21 de Mozart,1986,9.1,Cine clásico
La Coronación de Barenboim,1986,8.1,Cine clásico
Sonata nº 32 de Beethoven,1983,8.4,Cine clásico
Sonata nº 30 de Beethoven,1983,8.5,Cine clásico
Sonata nº 23 de Beethoven,1983,9.3,Cine clásico
Concierto para piano nº2 de Chopin,2009,8.8,Conciertos y Óperas
Recital de Anne Sofie von Otter,2010,9.0,Conciertos y Óperas
Sonata nº 31 de Beethoven,1983,8.0,Cine clásico
Carmina Burana de Carl Orff,2004,9.0,Conciertos y Óperas
Sinfonía nº4 de Beethoven,2001,7.5,Conciertos y Óperas
Concierto para violín de Sibelius,2009,8.7,Conciertos y Óperas
Concierto para piano en Sol Mayor de Ravel,2009,8.5,Conciertos y Óperas
Bolero de Ravel,2005,8.6,Conciertos y Óperas
"Berg, Schubert y Mahler por Fleming y Abbado",2005,8.2,Conciertos y Óperas
Concierto para piano nº3 de Beethoven,2005,9.0,Conciertos y Óperas
Conciertos de Brandeburgo de Bach,2007,8.7,Conciertos y Óperas
Prokófiev y Mahler por Abbado y Wang,2009,8.6,Conciertos y Óperas
Réquiem de Mozart,1999,9.1,Conciertos y Óperas
Una noche con Wagner y Strauss,2004,9.1,Conciertos y Óperas
Concierto del Premio Nobel,2008,7.4,Conciertos y Óperas
La Pasión según San Juan de Bach,2000,8.6,Conciertos y Óperas
Las últimas siete palabras de Cristo de Haydn,2007,7.7,Conciertos y Óperas
Fantasía Coral de Beethoven,2001,8.8,Conciertos y Óperas
El Experimento del Dr. Quatermass,1955,7.0,Ciencia ficción
La invasión de los ladrones de cuerpos,1956,8.0,Ciencia ficción
El Retorno del Dr. Phibes,1972,5.9,Terror
El Abominable Dr. Phibes,1971,7.3,Terror
Gianni y sus mujeres,2011,6.7,Comedia
Sinfonía nº 7 de Gustav Mahler,2005,8.0,Conciertos y Óperas
Sinfonía nº8 de Beethoven,2001,8.0,Conciertos y Óperas
Sinfonía nº7 de Beethoven,2001,8.6,Conciertos y Óperas
Sinfonía nº6 de Beethoven,2011,9.0,Conciertos y Óperas
Sinfonía nº5 de Beethoven,2001,8.2,Conciertos y Óperas
Sinfonía nº3 de Beethoven,2001,8.0,Conciertos y Óperas
Sinfonía nº2 de Beethoven,2001,7.3,Conciertos y Óperas
Sinfonía nº1 de Beethoven,2001,8.3,Conciertos y Óperas
Concierto para piano nº5 de Beethoven,2007,8.1,Conciertos y Óperas
Concierto para piano nº1 de Beethoven,2007,9.1,Conciertos y Óperas
Sinfonía nº3 de Gustav Mahler,2007,8.7,Conciertos y Óperas
Sinfonía nº9 de Gustav Mahler,2004,8.5,Conciertos y Óperas
Sinfonía nº6 de Gustav Mahler,2006,8.0,Conciertos y Óperas
Sinfonía nº2 de Gustav Mahler,2003,9.1,Conciertos y Óperas
Los Ulises,2011,8.9,Drama
Sinfonía nº5 de Gustav Mahler,2004,8.7,Conciertos y Óperas
La Guerra contra las Mujeres,2013,8.6,Documental
Natasha,2014,4.9,Drama
Misa Solemnis de Beethoven,2010,8.9,Conciertos y Óperas
Los 7 Magníficos del Espacio,1980,4.8,Ciencia ficción
Dos fragmentos/Eva,2012,5.7,Drama
El Juez y el Asesino,1976,7.5,Drama
Mercedes Sosa: La voz de Latinoamérica,2013,8.5,Documental
Hit So Hard,2011,7.3,Documental
Somos gente honrada,2013,6.7,Comedia
Infancia Clandestina,2012,7.1,Drama
El perro de los Baskerville,1939,7.2,Thriller
Gonzo: Vida y hazañas del Dr. Hunter S. Thompson,2008,7.5,Documental
Black Death,2010,6.1,Aventuras
Después de mí,2012,5.2,Thriller
El Grito (1978),1978,6.8,Thriller
The Day,2012,5.7,Terror
El Mago,1968,6.8,Thriller
Los Seductores,2010,6.5,Romántica
Submarino,2010,7.8,Drama
Mis tardes con Margueritte,2010,7.6,Comedia
Bilitis,1977,5.5,Cine clásico
El gigante de la isla misteriosa,1958,7.1,Ciencia ficción
The Sky Above Us,2015,7.1,Drama
Si Versalles pudiera hablar,1954,6.2,Biopic
La chica del bikini,1952,6.8,Drama
Al final del edén,1998,7.2,Drama
Carlos,2010,7.3,Thriller
Lazos Humanos,1945,8.2,Drama
Melody (2014),2014,7.9,Drama
Palabra de guitarra,1994,7.3,Conciertos y Óperas
La Bala Mágica,1940,7.9,Biopic
"Nerua, un viaje a las esencias",2014,4.4,Documental
El Falsificador de Londres,1961,6.6,Thriller
Mc Vicar: El Enemigo Público Número 1,1980,6.5,Cine clásico
La Pasión según San Mateo de Bach,2015,8.7,Documental
Grbavica: El secreto de Esma,2006,8.0,Drama
La noche del terror : Masacre Zombi,1981,6.5,Terror
Indianápolis,1950,7.1,Acción
El Defensor Público,1931,7.3,Cine clásico
Los Blandings ya tienen casa,1948,7.3,Comedia
Glance Up,2014,8.0,Documental
Edificio España,2012,5.8,Documental
Ciutat Morta,2013,8.9,Documental
Check In Check Out,2014,4.0,Erótica
Girls Sex Tricks,2014,1.7,Erótica
La Banquera,1980,7.7,Cine clásico
Nadie vive para siempre,1946,7.4,Cine clásico
Vínculos,2013,4.6,Documental musical
The Swell Season,2011,7.3,Musical
El viaje del emperador,2005,7.8,Documental
Génesis,2005,8.1,Documental
Deep Blue,2003,7.8,Documental
La leyenda del Martillo Mágico: Thor,2011,8.2,Aventuras
Beau Geste,1939,8.0,Aventuras
El Honrado Gremio del Robo,1963,7.6,Comedia
Lawless (Sin Ley ),2012,6.7,Thriller
Todo un futuro juntos,2014,7.6,Drama
Stella Cadente,2014,5.7,Musical
Anochece en la India,2014,6.4,Drama
Carmina y Amén,2014,7.9,Comedia
Moliere en bicicleta,2013,7.5,Drama
Silencio en la nieve,2011,6.6,Bélico
La batalla del río Neretva,1969,7.3,Bélico
Siempre Llueve en Domingo,1947,7.4,Cine clásico
Oro en barras,1951,7.7,Comedia
La Divorciada,1930,7.7,Cine clásico
Lejos de la Niebla,1941,7.6,Cine clásico
Hunted,1952,7.8,Cine clásico
El Poder del Fuego,1979,5.4,Cine clásico
El Último Millonario,1934,7.5,Comedia
David Copperfield,1969,6.8,Cine clásico
Un asesino muy ético,1996,5.0,Comedia
The Punk Syndrome,2012,8.2,Drama
Coffy,1973,6.9,Cine clásico
Fatalidad,1931,7.5,Cine clásico
Las locas aventuras de Rabbi Jacob,1973,7.1,Comedia
El séptimo cielo (1927),1927,8.2,Cine clásico
La Señora McGinty ha Muerto,1964,7.0,Cine clásico
"¡Cuchíbiri, cuchíbiri! La rumba de Peret",2014,7.4,Documental musical
La Conquista de la Atlántida,1961,6.5,Aventuras
El circo sangriento,1941,7.3,Cine clásico
La vie sans truc,2013,7.0,Cortos
CSNY Déjà Vu,2008,7.7,Conciertos y Óperas
Misterio en el Castillo Cornerfleet,1961,6.1,Thriller
Amor en su Punto,2014,6.0,Romántica
El valle del Jato,2012,7.4,Documental
Carrie,1976,8.0,Terror
Los hechos de la vida,1960,7.3,Comedia
Demonios de la mente,1972,4.9,Terror
Declive,1927,7.0,Cine clásico
El Beso de Medianoche,1949,7.7,Cine clásico
Arrugas,2011,8.3,Drama
El sueño de Iván,2011,7.5,Infantil
Silencio de Amor,2011,7.2,Drama
Año Bisiesto,2010,6.2,Erótica
The Cove,2009,8.6,Documental
Frozen river (Río helado),2008,8.1,Drama
Los tres entierros de Melquíades Estrada,2006,7.8,Western
Memorias de Queens,2006,7.2,Thriller
El coloso de Nueva York,1958,5.2,Cine clásico
Sherlock Holmes - La Garra Escarlata (5),1944,7.2,Thriller
Planes para mañana,2010,7.3,Drama
Contra la pared,2004,8.1,Drama
Cinco historias para ella,2007,3.5,Erótica
Drum,1976,7.2,Cine clásico
Los clandestinos de Asís,1985,7.6,Cine clásico
El Delator (1963),1963,6.5,Thriller
El Estrangulador de Brighton,1945,7.0,Thriller
El Sudario de la Momia,1967,4.1,Terror
El Retorno de la Pimpinela Escarlata,1937,7.3,Cine clásico
A propósito de Elly,2009,8.0,Drama
Madrid en la vanguardia,2012,4.9,Documental
La Plaga de los Zombies,1966,6.5,Terror
El Beso de la Muerte,1932,6.1,Thriller
Invizimals: La Alianza,2013,9.2,Aventuras
The Uprising,2013,7.6,Documental
The Act of Killing (Versión Cines),2012,8.7,Documental
Fuerzas Aéreas,1943,7.2,Bélico
Ausente,2011,6.1,Thriller
Drácula y las Mellizas,1971,6.9,Terror
Terrario,2014,3.8,Thriller
Zombi Holocausto,1980,5.8,Terror
Diez negritos (1974),1974,6.2,Thriller
El fin de Sheila,1973,6.6,Thriller
De Sade,1969,5.1,Cine clásico
Amour Fou,2014,6.9,Romántica
La Estrella,2013,6.2,Drama
Sherlock Holmes y el Arma Secreta (2),1943,7.2,Thriller
Sherlock Holmes en Washington (4),1943,6.1,Thriller
Un Italiano en Chicago,1971,6.8,Comedia
Los Ojos Muertos de Londres,1961,6.6,Thriller
Hombres Errantes,1952,8.1,Western
La Ciudad de Oro del Capitán Nemo,1969,5.9,Cine clásico
Tres Extraños,1946,7.5,Thriller
Fuerza de Vigilancia,1976,4.0,Cine clásico
Encadenada,1934,6.3,Cine clásico
El Embrujo de Manhattan,1935,7.1,Comedia
La Leyenda de Bill Doolin,1981,6.3,Western
Los Diablos de la Oscuridad,1965,6.4,Terror
Los Trotamundos,1971,5.7,Comedia
La Organización Criminal,1973,7.2,Thriller
Mi Amiga Irma va al Oeste,1950,6.3,Comedia
El Otro Amor,1947,6.5,Cine clásico
El Infierno del  Whisky,1970,7.1,Cine clásico
Dr. Jekyll y Miss Hyde,1995,4.0,Comedia
Noche de Pesadilla,1962,5.9,Cine clásico
Inocencia y Juventud,1937,7.1,Thriller
Historia de Dos Ciudades,1958,6.0,Cine clásico
Intriga en Venecia,1967,6.6,Thriller
Noche infernal (1973),1973,6.5,Thriller
Jorge Carrión vs. Nacho Vigalondo,2013,7.0,Documental
Una Vida Privada,1962,5.5,Cine clásico
La Ilusión Viaja en Tranvía,1954,7.4,Comedia
Ensayo de Orquesta,1978,7.0,Documental
La Marca del Escorpión,1968,6.8,Thriller
Mansiones Verdes,1959,6.6,Cine clásico
Una Mujer en la Playa,1947,7.3,Cine clásico
Paso al Noroeste,1940,6.9,Cine clásico
El Quinto Evangelio de Gaspar Hauser,2013,7.5,Drama
Encuentro en París,1964,6.5,Comedia
Argelia,1953,5.3,Cine clásico
El Prisionero de Zenda (1952),1952,7.9,Cine clásico
La Dama del Lago,1947,6.4,Thriller
Policia Python 357,1976,7.5,Thriller
La Banda de la Rana,1959,6.6,Thriller
Operasiones Espesiales,2014,3.8,Comedia
La Rosa Tatuada,1955,7.3,Cine clásico
La Ciudad Bajo el Agua,1971,6.4,Aventuras
Una Profesión Peligrosa,1949,6.4,Thriller
El hombre que podía hacer milagros,1936,7.3,Comedia
El Misterio del Cuarto Número 13,1964,6.9,Thriller
Los hombres que querían subir una montaña de más de 8.000 metros,2013,6.2,Documental
"Oscar Niemeyer, un arquitecto comprometido",2001,7.6,Documental
Espejismo de amor,1940,7.4,Cine clásico
Prisionera de su pasado,1951,7.5,Cine clásico
Paso a Paso (1946),1946,6.6,Cine clásico
Les Cowboys n'ont pas peur de mourir,2009,6.8,Cortos
Mar i Cel,2004,7.7,Musical
La versión Browning,1951,8.2,Cine clásico
La primavera,2012,7.5,Documental
Sherlock Holmes y la Mujer Araña (6),1944,7.9,Thriller
Sherlock Holmes desafiando a la muerte (3),1943,7.3,Thriller
Sherlock Holmes y la Voz del Terror,1942,7.8,Thriller
Sherlock Holmes - La Perla Maldita (7),1944,7.5,Thriller
Sherlock Holmes - La Casa del Miedo (9),1945,7.4,Thriller
Sherlock Holmes y la mujer de verde (8),1949,6.9,Thriller
Slam,2003,2.8,Comedia
Esto no es una película,2011,7.8,Documental
"Blackthorn, sin destino",2011,7.0,Western
Un pasado en sombras,1985,7.6,Cine clásico
Todo sobre mi madre,1999,8.3,Drama
Adiós al Lenguaje,2014,6.6,Drama
Sólo para dos,2014,4.0,Romántica
Cyrano de Bergerac (1990),1990,8.6,Romántica
Darkness,2002,6.7,Terror
Caballero y asesino,2008,6.5,Thriller
Million Dollar Baby,2004,8.5,Drama
La sirena del Mississipi,1969,6.8,Cine clásico
Peligro a fondo,1943,6.9,Bélico
Testigo Ocular,1970,5.9,Thriller
Los Guardianes,1963,6.3,Drama
Lincoln en Illinois,1940,7.4,Cine clásico
Trampa para un Violador,1980,5.7,Cine clásico
Obra 67,2013,7.5,Thriller
Boccaccio 70,1970,7.6,Cine clásico
Cristo se paró en Éboli,1977,8.3,Cine clásico
La Dolce Vita,1960,8.5,Cine clásico
Paradise now,2004,7.9,Drama
Sandra,1964,6.7,Drama
Fanny & Alexander,1982,8.8,Cine clásico
Firestorm: Fuego Cruzado,2013,6.3,Acción
"Ella, una joven china",2010,6.9,Drama
Los Joyeros del Claro de Luna,1958,5.3,Cine clásico
Música en la oscuridad,1948,7.1,Cine clásico
La historia completa de mis fracasos sexuales,2008,6.3,Documental
El Brujo,1964,7.2,Thriller
Objeto Encontrado,2012,5.4,Documental
L'endemà,2014,6.5,Documental
Swim Little Fish Swim,2014,6.5,Drama
El tiempo de tu vida,1948,7.3,Comedia
La Vida Dulce,2012,8.3,Documental
Historia de un detective,1944,7.3,Cine clásico
Zone Troopers,1985,6.9,Bélico
Lady L,1965,6.3,Comedia
Piel De Asno,1970,7.5,Cine clásico
La historia interminable,1984,8.1,Cine clásico
Los Ojos Del Diablo,1990,6.9,Terror
Las Pistolas del norte de Texas,1965,6.0,Cine clásico
Tristesse Club,2013,6.4,Romántica
Big Man Japan,2007,6.8,Documental
Symbol,2009,7.1,Comedia
Otro País,1984,7.5,Cine clásico
American Interior,2014,7.6,Documental musical
The Sound of Belgium,2013,8.1,Documental musical
Serrat y Sabina: El símbolo y el cuate,2013,7.0,Conciertos y Óperas
Inserts,1975,7.4,Comedia
Acusado a traición,1949,6.3,Thriller
Maniac Cop,1988,6.2,Cine clásico
El Extranjero (2014),2012,4.3,Romántica
Oro Verde,2014,6.6,Comedia
La mujer que hablaba con los muertos,2014,5.5,Terror
The Prince,2014,4.0,Acción
Amarás al Prójimo,2013,7.2,Drama
Viral,2013,5.3,Thriller
Días de Vinilo,2012,6.7,Comedia
The Extraordinary Tale of the Times Table,2013,6.9,Comedia
Trust,2006,6.6,Drama
La Distancia (2014),2014,5.5,Ciencia ficción
Tomboy,2011,8.2,Drama
Crónica de una mentira,2010,7.7,Drama
Ich Bin Enric Marco,2009,6.8,Documental
El secreto de los fantasmas,1987,5.7,Cine clásico
Las Brujas de Oz,2012,6.7,Acción
Bolsa de Cadáveres,1993,6.6,Terror
Triple Cross - La verdadera historia de Eddie Chapman,1966,6.6,Thriller
Rebelde (War Witch),2012,8.3,Drama
Pesadilla,1945,6.9,Cine clásico
Rosie,2013,7.7,Drama
Dos Amigos,2013,7.3,Drama
El vals de los inútiles,2013,6.7,Documental
